date,stablecoin,price,peg_value,market_cap,volume,jurisdiction,reserve_type,compliance_status,peg_currency,btc_volatility,eth_volatility,usd_short_rate,dxy,vix,volume_source
2024-03-16,EURC,1.0849999992572699,1.0883406400680542,43824797.0,,EU,fiat_reserve,regulated,EUR,0.03456962416439172,0.03418173212008392,0.052379999160766605,103.43000030517578,14.40999984741211,missing
2024-03-17,EURC,1.0859999864327952,1.0883406400680542,43865188.0,,EU,fiat_reserve,regulated,EUR,0.04000286385339961,0.03886134106057074,0.052379999160766605,103.43000030517578,14.40999984741211,missing
2024-03-18,EURC,1.0869999983659935,1.0882576704025269,43905580.0,,EU,fiat_reserve,regulated,EUR,0.03461800227433096,0.030602751014995423,0.052379999160766605,103.58000183105469,14.329999923706055,missing
2024-03-19,EURC,1.0859999830211053,1.087393879890442,43877767.0,,EU,fiat_reserve,regulated,EUR,0.044659185174513616,0.04369850931049994,0.052379999160766605,103.80999755859375,13.819999694824219,missing
2024-03-20,EURC,1.086999994279562,1.0863306522369385,44084737.0,,EU,fiat_reserve,regulated,EUR,0.06186549935330743,0.06979087254880202,0.052280001640319824,103.41000366210938,13.039999961853027,missing
2024-03-21,EURC,1.0869999989387953,1.0937210321426392,44045228.0,,EU,fiat_reserve,regulated,EUR,0.06252884889930939,0.0695790579740015,0.052280001640319824,104.0,12.920000076293945,missing
2024-03-22,EURC,1.0839999996061178,1.0862362384796143,44033461.0,,EU,fiat_reserve,regulated,EUR,0.062451076690672375,0.07008743738824805,0.052199997901916505,104.43000030517578,13.0600004196167,missing
2024-03-23,EURC,1.081999993378003,1.0862362384796143,43789810.0,,EU,fiat_reserve,regulated,EUR,0.05872010951199634,0.06756037199155254,0.052199997901916505,104.43000030517578,13.0600004196167,missing
2024-03-24,EURC,1.0809999976773592,1.0862362384796143,43749339.0,,EU,fiat_reserve,regulated,EUR,0.05905957217369991,0.0677037168059555,0.052199997901916505,104.43000030517578,13.0600004196167,missing
2024-03-25,EURC,1.0789999838428461,1.0807539224624634,43675142.0,,EU,fiat_reserve,regulated,EUR,0.06071914084108915,0.06823897356221845,0.052179999351501465,104.2300033569336,13.1899995803833,missing
